"Year","Nat.Elec.Rate","Rural.Elec.Rate","Urban.Elec.Rate","country"
" 1996","0"," 0"," 0","Falkland Islands Malvinas"
" 1997","0"," 0"," 0","Falkland Islands Malvinas"
" 1998","0"," 0"," 0","Falkland Islands Malvinas"
" 1999","0"," 0"," 0","Falkland Islands Malvinas"
" 2000","0"," 0"," 0","Falkland Islands Malvinas"
" 2001","0"," 0"," 0","Falkland Islands Malvinas"
" 2002","0"," 0"," 0","Falkland Islands Malvinas"
" 2003","0"," 0"," 0","Falkland Islands Malvinas"
" 2004","0"," 0"," 0","Falkland Islands Malvinas"
" 2005","0"," 0"," 0","Falkland Islands Malvinas"
" 2006","0"," 0"," 0","Falkland Islands Malvinas"
" 2007","0"," 0"," 0","Falkland Islands Malvinas"
" 2008","0"," 0"," 0","Falkland Islands Malvinas"
" 2009","0"," 0"," 0","Falkland Islands Malvinas"
" 2010","0"," 0"," 0","Falkland Islands Malvinas"
" 2011","0"," 0"," 0","Falkland Islands Malvinas"
" 2012"," 0"," 0"," 0","Falkland Islands Malvinas"
" 2013"," 0"," 0"," 0","Falkland Islands Malvinas"
" 2014"," 0"," 0"," 0","Falkland Islands Malvinas"
" 1990","55.25"," 60.83","0","Fiji"
" 1991","57.24"," 61.51","0","Fiji"
" 1992","59.23","62.2","0","Fiji"
" 1993","61.22"," 62.88","0","Fiji"
" 1994"," 63.2"," 63.56","0","Fiji"
" 1995","65.17"," 64.23","0","Fiji"
" 1996"," 66.9"," 64.88","0","Fiji"
" 1997","69.09"," 65.52"," 73.15","Fiji"
" 1998","71.02"," 66.14"," 76.49","Fiji"
" 1999","72.94"," 66.74"," 79.78","Fiji"
" 2000","74.84"," 67.32"," 83.01","Fiji"
" 2001","76.72"," 67.89"," 86.18","Fiji"
" 2002","78.61"," 68.46","89.3","Fiji"
" 2003","80","69","92","Fiji"
" 2004","82.37"," 69.61"," 95.39","Fiji"
" 2005","84.25","70.2"," 98.37","Fiji"
" 2006","86.14"," 70.81","100","Fiji"
" 2007"," 88.9"," 71.44","100","Fiji"
" 2008","89.96","72.1","100","Fiji"
" 2009","91.88"," 72.78","100","Fiji"
" 2010","93.81"," 73.47","100","Fiji"
" 2011","95.75"," 74.17","100","Fiji"
" 2012"," 97.68","74.88"," 100","Fiji"
" 2013"," 98.92"," 75.6"," 100","Fiji"
" 2014","100"," 76.31"," 100","Fiji"
" 1990"," 100"," 100"," 100","Finland"
" 1991"," 100"," 100"," 100","Finland"
" 1992"," 100"," 100"," 100","Finland"
" 1993"," 100"," 100"," 100","Finland"
" 1994"," 100"," 100"," 100","Finland"
" 1995"," 100"," 100"," 100","Finland"
" 1996"," 100"," 100"," 100","Finland"
" 1997"," 100"," 100"," 100","Finland"
" 1998"," 100"," 100"," 100","Finland"
" 1999"," 100"," 100"," 100","Finland"
" 2000"," 100"," 100"," 100","Finland"
" 2001"," 100"," 100"," 100","Finland"
" 2002"," 100"," 100"," 100","Finland"
" 2003"," 100"," 100"," 100","Finland"
" 2004"," 100"," 100"," 100","Finland"
" 2005"," 100"," 100"," 100","Finland"
" 2006"," 100"," 100"," 100","Finland"
" 2007"," 100"," 100"," 100","Finland"
" 2008"," 100"," 100"," 100","Finland"
" 2009"," 100"," 100"," 100","Finland"
" 2010"," 100"," 100"," 100","Finland"
" 2011"," 100"," 100"," 100","Finland"
" 2012","100","100","100","Finland"
" 2013","100","100","100","Finland"
" 2014","100","100","100","Finland"
" 1990"," 100"," 100"," 100","France"
" 1991"," 100"," 100"," 100","France"
" 1992"," 100"," 100"," 100","France"
" 1993"," 100"," 100"," 100","France"
" 1994"," 100"," 100"," 100","France"
" 1995"," 100"," 100"," 100","France"
" 1996"," 100"," 100"," 100","France"
" 1997"," 100"," 100"," 100","France"
" 1998"," 100"," 100"," 100","France"
" 1999"," 100"," 100"," 100","France"
" 2000"," 100"," 100"," 100","France"
" 2001"," 100"," 100"," 100","France"
" 2002"," 100"," 100"," 100","France"
" 2003"," 100"," 100"," 100","France"
" 2004"," 100"," 100"," 100","France"
" 2005"," 100"," 100"," 100","France"
" 2006"," 100"," 100"," 100","France"
" 2007"," 100"," 100"," 100","France"
" 2008"," 100"," 100"," 100","France"
" 2009"," 100"," 100"," 100","France"
" 2010"," 100"," 100"," 100","France"
" 2011"," 100"," 100"," 100","France"
" 2012","100","100","100","France"
" 2013","100","100","100","France"
" 2014","100","100","100","France"
" 1990","0"," 0"," 0","French Guiana"
" 1991","0"," 0"," 0","French Guiana"
" 1992","0"," 0"," 0","French Guiana"
" 1993","0"," 0"," 0","French Guiana"
" 1994","0"," 0"," 0","French Guiana"
" 1995","0"," 0"," 0","French Guiana"
" 1996","0"," 0"," 0","French Guiana"
" 1997","0"," 0"," 0","French Guiana"
" 1998","0"," 0"," 0","French Guiana"
" 1999","0"," 0"," 0","French Guiana"
" 2000","0"," 0"," 0","French Guiana"
" 2001","0"," 0"," 0","French Guiana"
" 2002","0"," 0"," 0","French Guiana"
" 2003","0"," 0"," 0","French Guiana"
" 2004","0"," 0"," 0","French Guiana"
" 2005","0"," 0"," 0","French Guiana"
" 2006","0"," 0"," 0","French Guiana"
" 2007","0"," 0"," 0","French Guiana"
" 2008","0"," 0"," 0","French Guiana"
" 2009","0"," 0"," 0","French Guiana"
" 2010","0"," 0"," 0","French Guiana"
" 2011","0"," 0"," 0","French Guiana"
" 2012"," 0"," 0"," 0","French Guiana"
" 2013"," 0"," 0"," 0","French Guiana"
" 2014"," 0"," 0"," 0","French Guiana"
" 1990"," 100"," 100"," 100","French Polynesia"
" 1991"," 100"," 100"," 100","French Polynesia"
" 1992"," 100"," 100"," 100","French Polynesia"
" 1993"," 100"," 100"," 100","French Polynesia"
" 1994"," 100"," 100"," 100","French Polynesia"
" 1995"," 100"," 100"," 100","French Polynesia"
" 1996"," 100"," 100"," 100","French Polynesia"
" 1997"," 100"," 100"," 100","French Polynesia"
" 1998"," 100"," 100"," 100","French Polynesia"
" 1999"," 100"," 100"," 100","French Polynesia"
" 2000"," 100"," 100"," 100","French Polynesia"
" 2001"," 100"," 100"," 100","French Polynesia"
" 2002"," 100"," 100"," 100","French Polynesia"
" 2003"," 100"," 100"," 100","French Polynesia"
" 2004"," 100"," 100"," 100","French Polynesia"
" 2005"," 100"," 100"," 100","French Polynesia"
" 2006"," 100"," 100"," 100","French Polynesia"
" 2007"," 100"," 100"," 100","French Polynesia"
" 2008"," 100"," 100"," 100","French Polynesia"
" 2009"," 100"," 100"," 100","French Polynesia"
" 2010"," 100"," 100"," 100","French Polynesia"
" 2011"," 100"," 100"," 100","French Polynesia"
" 2012","100","100","100","French Polynesia"
" 2013","100","100","100","French Polynesia"
" 2014","100","100","100","French Polynesia"
" 1990"," 63.9"," 21.64"," 0","Gabon"
" 1991","65.03"," 22.54"," 0","Gabon"
" 1992","66.15"," 23.44"," 0","Gabon"
" 1993","67.28"," 24.34"," 0","Gabon"
" 1994"," 68.4"," 25.23"," 0","Gabon"
" 1995","69.51"," 26.12"," 0","Gabon"
" 1996","70.61"," 26.99"," 0","Gabon"
" 1997","71.69"," 27.84"," 0","Gabon"
" 1998","72.76"," 28.68"," 0","Gabon"
" 1999","73.81"," 29.49"," 0","Gabon"
" 2000"," 73.6","29.7","90.2","Gabon"
" 2001","75.88"," 31.08"," 86.49","Gabon"
" 2002"," 76.9"," 31.86"," 87.07","Gabon"
" 2003","77.91"," 32.65"," 87.69","Gabon"
" 2004","78.93"," 33.44"," 88.34","Gabon"
" 2005"," 81.6","34.6","93.2","Gabon"
" 2006","80.98"," 35.08"," 89.75","Gabon"
" 2007","82.02"," 35.93"," 90.51","Gabon"
" 2008","83.07"," 36.81","91.3","Gabon"
" 2009","84.13","37.7"," 92.12","Gabon"
" 2010","85.19"," 38.61"," 92.97","Gabon"
" 2011","86.27"," 39.53"," 93.84","Gabon"
" 2012","89.3"," 44.9"," 98.1","Gabon"
" 2013","86.4"," 37.4"," 94.3","Gabon"
" 2014"," 89.49","42.31","96.59","Gabon"
" 1990","16.77"," 21.39"," 0","Gambia"
" 1991"," 18.1"," 21.08"," 0","Gambia"
" 1992","19.43"," 20.77"," 0","Gambia"
" 1993"," 17.7"," 20.46"," 0","Gambia"
" 1994","22.08"," 20.14","24.7","Gambia"
" 1995","23.39"," 19.81"," 28.06","Gambia"
" 1996","24.69"," 19.47"," 31.27","Gambia"
" 1997","25.98"," 19.11"," 34.32","Gambia"
" 1998","27.25"," 18.73"," 37.22","Gambia"
" 1999"," 28.5"," 18.34"," 39.99","Gambia"
" 2000"," 34.3"," 18.19"," 51.16","Gambia"
" 2001","30.97","17.5"," 45.12","Gambia"
" 2002","32.19"," 17.07"," 47.51","Gambia"
" 2003","33.41"," 16.64"," 49.79","Gambia"
" 2004","34.63"," 16.22"," 51.97","Gambia"
" 2005","35.85"," 15.82"," 54.09","Gambia"
" 2006","37.08"," 15.43"," 56.14","Gambia"
" 2007","38.32"," 15.07"," 58.13","Gambia"
" 2008","39.57"," 14.73"," 60.07","Gambia"
" 2009","40.83"," 14.41"," 61.97","Gambia"
" 2010"," 42.1","14.1"," 63.84","Gambia"
" 2011","43.38"," 13.81"," 65.67","Gambia"
" 2012"," 44.65","13.52","67.47","Gambia"
" 2013","44.5"," 12.9"," 66.4","Gambia"
" 2014"," 47.21","12.96","71","Gambia"
" 1990","99","99.07"," 0","Georgia"
" 1991","99.11"," 99.16"," 0","Georgia"
" 1992","99.22"," 99.25"," 0","Georgia"
" 1993","99.32"," 99.33"," 0","Georgia"
" 1994","99.42"," 99.41"," 0","Georgia"
" 1995"," 99.5"," 99.47"," 0","Georgia"
" 1996","99.58"," 99.53"," 0","Georgia"
" 1997","99.65"," 99.57"," 0","Georgia"
" 1998"," 99.7"," 99.58"," 0","Georgia"
" 1999","99.73"," 99.58"," 0","Georgia"
" 2000","99.75"," 99.58"," 0","Georgia"
" 2001","99.76"," 99.56"," 0","Georgia"
" 2002"," 99.9","99.7","100","Georgia"
" 2003","99.76"," 99.51"," 99.99","Georgia"
" 2004","99.76","99.5","100","Georgia"
" 2005","99.77","99.5","100","Georgia"
" 2006","99.78"," 99.51","100","Georgia"
" 2007"," 99.8"," 99.54","100","Georgia"
" 2008","99.83","99.6","100","Georgia"
" 2009","99.86"," 99.67","100","Georgia"
" 2010","99.91"," 99.76","100","Georgia"
" 2011","99.95"," 99.85","100","Georgia"
" 2012","100","100","100","Georgia"
" 2013"," 99.99","99.98"," 100","Georgia"
" 2014","100","100","100","Georgia"
" 1990"," 100"," 100"," 100","Germany"
" 1991"," 100"," 100"," 100","Germany"
" 1992"," 100"," 100"," 100","Germany"
" 1993"," 100"," 100"," 100","Germany"
" 1994"," 100"," 100"," 100","Germany"
" 1995"," 100"," 100"," 100","Germany"
" 1996"," 100"," 100"," 100","Germany"
" 1997"," 100"," 100"," 100","Germany"
" 1998"," 100"," 100"," 100","Germany"
" 1999"," 100"," 100"," 100","Germany"
" 2000"," 100"," 100"," 100","Germany"
" 2001"," 100"," 100"," 100","Germany"
" 2002"," 100"," 100"," 100","Germany"
" 2003"," 100"," 100"," 100","Germany"
" 2004"," 100"," 100"," 100","Germany"
" 2005"," 100"," 100"," 100","Germany"
" 2006"," 100"," 100"," 100","Germany"
" 2007"," 100"," 100"," 100","Germany"
" 2008"," 100"," 100"," 100","Germany"
" 2009"," 100"," 100"," 100","Germany"
" 2010"," 100"," 100"," 100","Germany"
" 2011"," 100"," 100"," 100","Germany"
" 2012","100","100","100","Germany"
" 2013","100","100","100","Germany"
" 2014","100","100","100","Germany"
" 1990","23.88","0","0","Ghana"
" 1991","26"," 1.09"," 0","Ghana"
" 1992","28.13","3.41"," 0","Ghana"
" 1993"," 30.6","6"," 74.6","Ghana"
" 1994","32.36","8.03","69.8","Ghana"
" 1995","34.47"," 10.33"," 70.47","Ghana"
" 1996","36.57"," 12.62"," 71.19","Ghana"
" 1997","38.65"," 14.89"," 71.94","Ghana"
" 1998"," 42.6","20.9","82.4","Ghana"
" 1999","42.77"," 19.37"," 73.56","Ghana"
" 2000","44.81"," 21.58"," 74.45","Ghana"
" 2001","46.83"," 23.78"," 75.45","Ghana"
" 2002","48.85"," 25.98"," 76.48","Ghana"
" 2003"," 48.3","24.1","76.9","Ghana"
" 2004","52.87"," 30.39","78.6","Ghana"
" 2005","54.89"," 32.61","79.7","Ghana"
" 2006","56.92"," 34.86"," 80.83","Ghana"
" 2007","58.95"," 37.12"," 81.98","Ghana"
" 2008"," 60.5","38.2","84.8","Ghana"
" 2009","63.06"," 41.72"," 84.37","Ghana"
" 2010","65.12"," 44.04"," 85.61","Ghana"
" 2011","64.06"," 40.95"," 84.95","Ghana"
" 2012"," 69.26","48.72","88.18","Ghana"
" 2013","70.7"," 48.6"," 88.5","Ghana"
" 2014","78.3","63","90.8","Ghana"
" 1990"," 100"," 100"," 100","Gibraltar"
" 1991"," 100"," 100"," 100","Gibraltar"
" 1992"," 100"," 100"," 100","Gibraltar"
" 1993"," 100"," 100"," 100","Gibraltar"
" 1994"," 100"," 100"," 100","Gibraltar"
" 1995"," 100"," 100"," 100","Gibraltar"
" 1996"," 100"," 100"," 100","Gibraltar"
" 1997"," 100"," 100"," 100","Gibraltar"
" 1998"," 100"," 100"," 100","Gibraltar"
" 1999"," 100"," 100"," 100","Gibraltar"
" 2000"," 100"," 100"," 100","Gibraltar"
" 2001"," 100"," 100"," 100","Gibraltar"
" 2002"," 100"," 100"," 100","Gibraltar"
" 2003"," 100"," 100"," 100","Gibraltar"
" 2004"," 100"," 100"," 100","Gibraltar"
" 2005"," 100"," 100"," 100","Gibraltar"
" 2006"," 100"," 100"," 100","Gibraltar"
" 2007"," 100"," 100"," 100","Gibraltar"
" 2008"," 100"," 100"," 100","Gibraltar"
" 2009"," 100"," 100"," 100","Gibraltar"
" 2010"," 100"," 100"," 100","Gibraltar"
" 2011"," 100"," 100"," 100","Gibraltar"
" 2012","100","100","100","Gibraltar"
" 2013","100","100","100","Gibraltar"
" 2014","100","100","100","Gibraltar"
" 1990"," 100"," 100"," 100","Greece"
" 1991"," 100"," 100"," 100","Greece"
" 1992"," 100"," 100"," 100","Greece"
" 1993"," 100"," 100"," 100","Greece"
" 1994"," 100"," 100"," 100","Greece"
" 1995"," 100"," 100"," 100","Greece"
" 1996"," 100"," 100"," 100","Greece"
" 1997"," 100"," 100"," 100","Greece"
" 1998"," 100"," 100"," 100","Greece"
" 1999"," 100"," 100"," 100","Greece"
" 2000"," 100"," 100"," 100","Greece"
" 2001"," 100"," 100"," 100","Greece"
" 2002"," 100"," 100"," 100","Greece"
" 2003"," 100"," 100"," 100","Greece"
" 2004"," 100"," 100"," 100","Greece"
" 2005"," 100"," 100"," 100","Greece"
" 2006"," 100"," 100"," 100","Greece"
" 2007"," 100"," 100"," 100","Greece"
" 2008"," 100"," 100"," 100","Greece"
" 2009"," 100"," 100"," 100","Greece"
" 2010"," 100"," 100"," 100","Greece"
" 2011"," 100"," 100"," 100","Greece"
" 2012","100","100","100","Greece"
" 2013","100","100","100","Greece"
" 2014","100","100","100","Greece"
" 1990"," 100"," 100"," 100","Greenland"
" 1991"," 100"," 100"," 100","Greenland"
" 1992"," 100"," 100"," 100","Greenland"
" 1993"," 100"," 100"," 100","Greenland"
" 1994"," 100"," 100"," 100","Greenland"
" 1995"," 100"," 100"," 100","Greenland"
" 1996"," 100"," 100"," 100","Greenland"
" 1997"," 100"," 100"," 100","Greenland"
" 1998"," 100"," 100"," 100","Greenland"
" 1999"," 100"," 100"," 100","Greenland"
" 2000"," 100"," 100"," 100","Greenland"
" 2001"," 100"," 100"," 100","Greenland"
" 2002"," 100"," 100"," 100","Greenland"
" 2003"," 100"," 100"," 100","Greenland"
" 2004"," 100"," 100"," 100","Greenland"
" 2005"," 100"," 100"," 100","Greenland"
" 2006"," 100"," 100"," 100","Greenland"
" 2007"," 100"," 100"," 100","Greenland"
" 2008"," 100"," 100"," 100","Greenland"
" 2009"," 100"," 100"," 100","Greenland"
" 2010"," 100"," 100"," 100","Greenland"
" 2011"," 100"," 100"," 100","Greenland"
" 2012","100","100","100","Greenland"
" 2013","100","100","100","Greenland"
" 2014","100","100","100","Greenland"
" 1990","75.61"," 0"," 0","Grenada"
" 1991"," 76.3"," 0"," 0","Grenada"
" 1992","77","0"," 0","Grenada"
" 1993","77.69"," 0"," 0","Grenada"
" 1994","78.37"," 0"," 0","Grenada"
" 1995","79.05"," 0"," 0","Grenada"
" 1996","79.72"," 0"," 0","Grenada"
" 1997","80.37"," 0"," 0","Grenada"
" 1998","81.01"," 0"," 0","Grenada"
" 1999","81.63"," 0"," 0","Grenada"
" 2000","82.23"," 0"," 0","Grenada"
" 2001","82.82"," 0"," 0","Grenada"
" 2002","83.41"," 0"," 0","Grenada"
" 2003","83.99"," 0"," 0","Grenada"
" 2004","84.57"," 0"," 0","Grenada"
" 2005","85.16"," 0"," 0","Grenada"
" 2006","85.76"," 0"," 0","Grenada"
" 2007","86.36"," 0"," 0","Grenada"
" 2008","86.98"," 0"," 0","Grenada"
" 2009","87.61"," 0"," 0","Grenada"
" 2010","88.24"," 0"," 0","Grenada"
" 2011"," 88.8"," 0"," 0","Grenada"
" 2012"," 89.52"," 0"," 0","Grenada"
" 2013"," 90.16"," 0"," 0","Grenada"
" 2014"," 90.81"," 0"," 0","Grenada"
" 1990","0"," 0"," 0","Guadeloupe"
" 1991","0"," 0"," 0","Guadeloupe"
" 1992","0"," 0"," 0","Guadeloupe"
" 1993","0"," 0"," 0","Guadeloupe"
" 1994","0"," 0"," 0","Guadeloupe"
" 1995","0"," 0"," 0","Guadeloupe"
" 1996","0"," 0"," 0","Guadeloupe"
" 1997","0"," 0"," 0","Guadeloupe"
" 1998","0"," 0"," 0","Guadeloupe"
" 1999","0"," 0"," 0","Guadeloupe"
" 2000","0"," 0"," 0","Guadeloupe"
" 2001","0"," 0"," 0","Guadeloupe"
" 2002","0"," 0"," 0","Guadeloupe"
" 2003","0"," 0"," 0","Guadeloupe"
" 2004","0"," 0"," 0","Guadeloupe"
" 2005","0"," 0"," 0","Guadeloupe"
" 2006","0"," 0"," 0","Guadeloupe"
" 2007","0"," 0"," 0","Guadeloupe"
" 2008","0"," 0"," 0","Guadeloupe"
" 2009","0"," 0"," 0","Guadeloupe"
" 2010","0"," 0"," 0","Guadeloupe"
" 2011","0"," 0"," 0","Guadeloupe"
" 2012"," 0"," 0"," 0","Guadeloupe"
" 2013"," 0"," 0"," 0","Guadeloupe"
" 2014"," 0"," 0"," 0","Guadeloupe"
" 1990","0"," 0"," 0","Guam"
" 1991","0"," 0"," 0","Guam"
" 1992","0"," 0"," 0","Guam"
" 1993","0"," 0"," 0","Guam"
" 1994","0"," 0"," 0","Guam"
" 1995"," 100"," 100"," 100","Guam"
" 1996"," 100"," 100"," 100","Guam"
" 1997"," 100"," 100"," 100","Guam"
" 1998"," 100"," 100"," 100","Guam"
" 1999"," 100"," 100"," 100","Guam"
" 2000"," 100"," 100"," 100","Guam"
" 2001"," 100"," 100"," 100","Guam"
" 2002"," 100"," 100"," 100","Guam"
" 2003"," 100"," 100"," 100","Guam"
" 2004"," 100"," 100"," 100","Guam"
" 2005"," 100"," 100"," 100","Guam"
" 2006"," 100"," 100"," 100","Guam"
" 2007"," 100"," 100"," 100","Guam"
" 2008"," 100"," 100"," 100","Guam"
" 2009"," 100"," 100"," 100","Guam"
" 2010"," 100"," 100"," 100","Guam"
" 2011"," 100"," 100"," 100","Guam"
" 2012","100","100","100","Guam"
" 2013","100","100","100","Guam"
" 2014","100","100","100","Guam"
" 1990","60.16"," 39.94"," 0","Guatemala"
" 1991","61.43"," 41.65"," 0","Guatemala"
" 1992"," 62.7"," 43.35"," 0","Guatemala"
" 1993","63.97"," 45.06"," 0","Guatemala"
" 1994","65.23"," 46.75"," 0","Guatemala"
" 1995"," 60.8","40.1","88.9","Guatemala"
" 1996","67.72"," 50.11"," 90.59","Guatemala"
" 1997","68.95"," 51.77","90.9","Guatemala"
" 1998","70.17"," 53.41"," 91.22","Guatemala"
" 1999"," 70.9"," 54"," 91.3","Guatemala"
" 2000","73.32"," 56.38","95.4","Guatemala"
" 2001","73.71"," 58.22"," 92.24","Guatemala"
" 2002","78.67"," 67.08"," 95.71","Guatemala"
" 2003","78.51"," 66.14"," 96.03","Guatemala"
" 2004","77.19"," 62.99"," 93.35","Guatemala"
" 2005","78.35","64.6"," 93.75","Guatemala"
" 2006","83.73"," 71.35"," 94.41","Guatemala"
" 2007","80.71"," 67.89"," 94.58","Guatemala"
" 2008"," 81.9"," 69.57"," 95.02","Guatemala"
" 2009"," 83.1"," 71.26"," 95.48","Guatemala"
" 2010","84.31"," 72.97"," 95.96","Guatemala"
" 2011","84.03"," 72.11","94.6","Guatemala"
" 2012"," 86.74","76.43","96.97","Guatemala"
" 2013"," 87.96","78.16","97.51","Guatemala"
" 2014"," 85.49","74.82","94.46","Guatemala"
" 1990"," 8.83","0.18"," 0","Guinea"
" 1991"," 9.68","0.38"," 0","Guinea"
" 1992","10.52","0.58"," 0","Guinea"
" 1993","11.36","0.77"," 0","Guinea"
" 1994"," 12.2","0.96"," 0","Guinea"
" 1995","13.02","1.14"," 0","Guinea"
" 1996","13.84","1.31"," 0","Guinea"
" 1997","14.65","1.46"," 0","Guinea"
" 1998","15.43","1.59"," 0","Guinea"
" 1999"," 16.4"," 1.5","53.8","Guinea"
" 2000","16.96"," 1.8"," 50.67","Guinea"
" 2001"," 17.7","1.88"," 52.33","Guinea"
" 2002","18.44","1.96"," 53.93","Guinea"
" 2003","19.17","2.04"," 55.46","Guinea"
" 2004"," 19.9","2.13"," 56.93","Guinea"
" 2005"," 20.2"," 2.8","63.8","Guinea"
" 2006","21.39","2.36"," 59.67","Guinea"
" 2007","22.14","2.51"," 60.95","Guinea"
" 2008","22.91","2.68"," 62.17","Guinea"
" 2009","23.69","2.87"," 63.34","Guinea"
" 2010","24.47","3.07"," 64.46","Guinea"
" 2011","25.26","3.29"," 65.54","Guinea"
" 2012","26.2","2.9"," 74.2","Guinea"
" 2013"," 26.85"," 3.74","67.56","Guinea"
" 2014"," 27.64"," 3.96","68.51","Guinea"
" 1990"," 0"," 0","0","Guinea Bissau"
" 1991"," 0"," 0.06"," 0","Guinea Bissau"
" 1992"," 0"," 0.17"," 0","Guinea Bissau"
" 1993"," 0"," 0.34"," 0","Guinea Bissau"
" 1994"," 0"," 0.56"," 0","Guinea Bissau"
" 1995"," 0"," 0.78"," 0","Guinea Bissau"
" 1996"," 0"," 0.99"," 0","Guinea Bissau"
" 1997"," 0"," 1.18"," 0","Guinea Bissau"
" 1998"," 0"," 1.35"," 0","Guinea Bissau"
" 1999"," 0"," 1.51"," 0","Guinea Bissau"
" 2000"," 0"," 1.64"," 0","Guinea Bissau"
" 2001"," 0"," 1.77"," 0","Guinea Bissau"
" 2002"," 0"," 1.89"," 0","Guinea Bissau"
" 2003"," 0"," 2.02"," 0","Guinea Bissau"
" 2004"," 0.02","2.15"," 0","Guinea Bissau"
" 2005"," 0.08"," 2.3"," 0","Guinea Bissau"
" 2006"," 0.41","2.46"," 0","Guinea Bissau"
" 2007"," 1.29","2.65"," 0","Guinea Bissau"
" 2008","2.6","2.87"," 0","Guinea Bissau"
" 2009","4.7"," 3.1"," 0","Guinea Bissau"
" 2010"," 6","3.5","11.8","Guinea Bissau"
" 2011"," 9.37"," 3.6"," 16.11","Guinea Bissau"
" 2012"," 11.63"," 3.87","20.41","Guinea Bissau"
" 2013","13.9"," 4.14","24.58","Guinea Bissau"
" 2014","17.2"," 4","33.1","Guinea Bissau"
" 1990","69.18"," 58.77"," 0","Guyana"
" 1991","69.85"," 59.77"," 0","Guyana"
" 1992","70.53"," 60.78"," 0","Guyana"
" 1993","72.38","61.7","90.4","Guyana"
" 1994","71.87"," 62.79"," 93.87","Guyana"
" 1995","72.53"," 63.78"," 93.82","Guyana"
" 1996","73.18"," 64.75"," 93.77","Guyana"
" 1997","73.82"," 65.71"," 93.69","Guyana"
" 1998","74.44"," 66.65"," 93.61","Guyana"
" 1999","75.04"," 67.57","93.5","Guyana"
" 2000","75.62"," 68.48"," 93.38","Guyana"
" 2001"," 76.2"," 69.37"," 93.24","Guyana"
" 2002","76.77"," 70.26"," 93.08","Guyana"
" 2003","77.33"," 71.15"," 92.89","Guyana"
" 2004"," 77.9"," 72.05"," 92.67","Guyana"
" 2005"," 77.5","75.5","81.6","Guyana"
" 2006","79.05","73.9"," 92.12","Guyana"
" 2007","79.64"," 74.86"," 91.79","Guyana"
" 2008","80.24"," 75.84"," 91.43","Guyana"
" 2009"," 77.6","72.3","90.9","Guyana"
" 2010","81.46"," 77.85"," 90.65","Guyana"
" 2011","82.08"," 78.87"," 90.23","Guyana"
" 2012"," 82.71"," 79.9"," 89.8","Guyana"
" 2013"," 83.33","80.94","89.37","Guyana"
" 2014","86.9","84","94.4","Guyana"
" 1990","28.44","0.38","0","Haiti"
" 1991"," 28.9","1.12","0","Haiti"
" 1992","29.35","1.86","0","Haiti"
" 1993","29.81"," 2.6","0","Haiti"
" 1994","30.25","3.33","0","Haiti"
" 1995"," 31.3"," 3.9","76.5","Haiti"
" 1996","31.12","4.77"," 84.16","Haiti"
" 1997","31.54","5.46"," 82.64","Haiti"
" 1998","31.94","6.14"," 81.17","Haiti"
" 1999","32.32","6.79"," 79.75","Haiti"
" 2000"," 33.7"," 5.2","81.9","Haiti"
" 2001","31.54"," 10.44"," 62.46","Haiti"
" 2002","33.39","8.68"," 72.15","Haiti"
" 2003","33.74"," 9.3"," 69.42","Haiti"
" 2004","34.08","9.93"," 66.91","Haiti"
" 2005","34.43"," 10.58"," 64.68","Haiti"
" 2006"," 33.9","11.7","68.9","Haiti"
" 2007","35.16"," 11.94"," 60.93","Haiti"
" 2008","35.54"," 12.65"," 59.38","Haiti"
" 2009","35.93"," 13.38"," 58","Haiti"
" 2010","36.32"," 14.13"," 56.79","Haiti"
" 2011","36.72"," 14.89"," 55.73","Haiti"
" 2012","37.9"," 15.2"," 72.6","Haiti"
" 2013"," 37.53","16.42","54.01","Haiti"
" 2014"," 37.94","17.19","53.31","Haiti"
" 1990","55.11"," 25.88"," 0","Honduras"
" 1991","54.78"," 28.94","88.7","Honduras"
" 1992","58.91"," 32.04"," 89.85","Honduras"
